i	j	k	LDT	LTT	e+_D	e+_T	proton_D	proton_T	proton_1_D	proton_1_T	deuteron_D	deuteron_T	triton_D	triton_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O15_D	O15_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F20_D	F20_T	Ne20_D	Ne20_T	Na23_D	Na23_T	Mg24_D	Mg24_T	Al27_D	Al27_T	Si29_D	Si29_T	Si30_D	Si30_T	P31_D	P31_T	S32_D	S32_T	S34_D	S34_T	Cl35_D	Cl35_T	Cl36_D	Cl36_T	Cl37_D	Cl37_T	Ar38_D	Ar38_T	K39_D	K39_T	K40_D	K40_T	K41_D	K41_T	Mn54_D	Mn54_T	Fe56_D	Fe56_T
188	0	0	1.1013	0.473245	0.313833	0.0512986	0.397744	0.777162	0	0	0	0	0	0	24.9084	4216.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.339	89770	0	0	0	0	0	0	1290.7	184685	0	0	0	0	0	0	115.063	24262.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	1.03289	0.28262	0.13562	0.0308943	0.248802	0.633018	0	0	4001.38	24297.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.9533	24636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.113	23978.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	0	0	0.57516	0.25238	0.288644	0.059736	0.36362	0.526491	0	0	7611.77	48295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1475.18	165606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.542	43856.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	1.29263	0.502831	0.817618	0.115953	0.2829	0.467279	0	0	0	0	104.662	7709.72	11.3187	1471.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774.381	110424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.882	26255.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23785.4	440785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	0	0	1.14379	0.304315	0.807016	0.113579	0.179524	0.306598	0	0	10.1693	175.287	0	0	75.8526	8007.08	0	0	0	0	0	0	0	0	0	0	0	0	361.556	73940.2	0	0	0	0	0	0	0	0	0	0	373.655	90123.5	303.665	107675	137.034	75692.9	0	0	0	0	545.094	152748	0	0	0	0	285.594	63892.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	0	0	0.848765	0.336542	0.446971	0.0672909	0.211897	0.276966	0	0	1.77624	6.34263	0	0	2.89454	148.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458.13	165607	426.938	127607	0	0	0	0	246.867	115324	0	0	0	0	0	0	108.644	27420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	0	0	0.273596	0.242903	0.449782	0.0695807	0.213647	0.365215	0	0	0.638171	2.83383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449.544	113503	0	0	0	0	0	0	0	0	665.772	215660	0	0	0	0	509.314	98554.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	0	0	0.658181	0.332469	0.378265	0.0758835	0.229456	0.484083	0	0	2.6795	3.84944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.235	64655.5	300.148	106239	0	0	0	0	3028.65	184487	0	0	0	0	0	0	211.871	52836.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	0	0	0.655101	0.409102	0.402706	0.0716536	0.277314	0.562001	0	0	0.805621	3.09997	2.57748	34.668	29.3977	4331.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.676	47980.7	0	0	330.043	104589	0	0	0	0	0	0	0	0	0	0	218.392	42589.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	0	0	4.04043	0.230114	0.241721	0.0508526	0.378134	0.400417	0	0	0.831412	3.76965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40937.9	117749	0	0	128.659	82658.3	167.196	64922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.806	62571.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	0	0	0.768354	0.37843	0.448403	0.0696061	0.28102	0.50693	0	0	0.80084	5.21026	0	0	28.9926	3455.92	0	0	0	0	149.268	45440.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.754	54147.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.978	47161.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	0	0	0.739702	0.329365	0.477238	0.0673611	0.328986	0.413238	0	0	0.92717	5.16865	10.2505	98.7685	90.0581	14698.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.01	67141.2	0	0	0	0	413.156	65375.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267.68	58110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
